"","lights","Press_mm_hg","RH_1","RH_2","RH_3","RH_4","RH_5","RH_6","RH_7","RH_8","RH_9","RH_out","T_out","T1","T2","T6","T7","T8","hour","time_of_day","day_of_year","logAppliances","logVisibility","logWindspeed","logTdewpoint","logT9","logT3","logT4","logT5"
"1936",0,765.8,42.59,42.73,44.93333,47.09,56.11444,99.9,43.79,50.06,50.79,94,8.3,20.7,19.7,8.39,16.29,18.06667,3,1,25,1.588207,25.20679,1.523735,8.88275,1.435514,1.108389,5.619665,0.8368613
"1937",0,765.7333,42.66333,42.73,44.96667,47.09,56.09,99.9,43.79,50.05,50.86333,94,8.333333,20.7,19.63333,8.39,16.29,18.05556,3,1,25,1.616298,25.25618,1.452941,8.90179,1.435514,1.108522,5.619665,0.8368613
"1938",0,765.6667,42.66333,42.76,44.96667,47.09,56.09,99.9,43.79,50.045,50.82667,94,8.366667,20.66667,19.66667,8.3,16.29,18.05,3,1,25,1.636843,25.30553,1.379636,8.920819,1.43503,1.108522,5.619665,0.8368204
"1939",0,765.6,42.59,42.76,44.93333,47.09,56.035,99.9,43.79,50,50.9,94,8.4,20.6,19.6,8.226667,16.29,18,4,1,25,1.616298,25.35483,1.303589,8.93984,1.435996,1.108522,5.619665,0.8368511
"1940",0,765.5333,42.7,42.82667,45,47.12667,56.02,99.9,43.79,50.01,51,94.5,8.25,20.6,19.6,7.966667,16.29,18,4,1,25,1.636843,25.20679,1.303589,8.892271,1.435996,1.108787,5.619665,0.8366971
"1941",0,765.4667,42.7,42.9,45,47.12667,56,99.9,43.785,50.01,51,95,8.1,20.6,19.53333,7.76,16.29,18,4,1,25,1.54656,25.05841,1.303589,8.844643,1.435996,1.108787,5.606905,0.8366764
"1942",0,765.4,42.7,42.93333,45,47.06667,56,99.9,43.765,50,51.03,95.5,7.95,20.56667,19.5,7.56,16.29,18,4,1,25,1.54656,24.90968,1.303589,8.796954,1.435996,1.108787,5.606905,0.8366764
"1943",0,765.3333,42.7,43,44.9,47.2,55.93889,99.9,43.705,49.98889,51.09,96,7.8,20.5,19.5,7.366667,16.29,18,4,1,25,1.475576,24.7606,1.303589,8.749204,1.435996,1.108787,5.619665,0.8366764
"1944",0,765.2667,42.79,42.93333,44.9,47.09,55.9,99.9,43.7,49.98889,51.09,96.5,7.65,20.5,19.39,7.156667,16.29,18,4,1,25,1.588207,24.61117,1.303589,8.701393,1.435996,1.108522,5.600514,0.8366764
"1945",0,765.2,42.79,43.06,44.93333,47.09,55.87667,99.9,43.63278,49.98889,51.09,97,7.5,20.5,19.46333,7.03,16.29,18,5,1,25,1.616298,24.46138,1.303589,8.65352,1.435996,1.108389,5.600514,0.8366649
"1946",0,765.1333,42.79,43,45,47.09,55.76,99.9,43.57,49.92778,51.09,96.66667,7.433333,20.39,19.39,6.763333,16.29,17.945,5,1,25,1.616298,24.61117,1.303589,8.586394,1.435996,1.108389,5.600514,0.8365382
"1947",0,765.0667,42.79,43.06,45.09,47.03,55.74,99.9,43.58,49.9,51.09,96.33333,7.366667,20.39,19.39,6.623333,16.29,17.95722,5,1,25,1.636843,24.7606,1.303589,8.519144,1.435996,1.108389,5.600514,0.8364919
"1948",0,765,42.79,43.09,45.09,47.09,55.71,99.9,43.535,49.83278,51.09,96,7.3,20.35667,19.32333,6.59,16.29,17.93889,5,1,25,1.616298,24.90968,1.303589,8.451769,1.435996,1.108389,5.600514,0.8364919
"1949",0,764.9333,42.79,43.09,45.09,47,55.66944,99.9,43.52,49.79,51.09,95.66667,7.233333,20.29,19.39,6.53,16.29,17.90833,5,1,25,1.588207,25.05841,1.303589,8.384268,1.435996,1.108389,5.600514,0.8364686
"1950",0,764.8667,42.82667,43.09,45.09,47,55.68167,99.9,43.5,49.79,51.22333,95.33333,7.166667,20.29,19.29,6.466667,16.29,17.89,5,1,25,1.616298,25.20679,1.303589,8.316641,1.436869,1.108389,5.600514,0.8364686
"1951",20,764.8,42.9,43.16333,45.09,47.03,55.52167,99.9,43.41667,49.78,51.06,95,7.1,20.29,19.29,6.26,16.29,17.89,6,2,25,1.588207,25.35483,1.303589,8.248884,1.437303,1.108389,5.581301,0.8364686
"1952",0,764.75,43.145,43.29,44.86333,47.16333,54.36722,99.9,43.4,49.725,51,95,7,20.29,19.26,6.06,16.29,17.89,6,2,25,1.616298,25.40411,1.303589,8.200407,1.437303,1.108243,5.594117,0.8365729
"1953",0,764.7,43.32667,43.3975,44.73,47.29,53.37833,99.9,43.33278,49.7,50.86333,95,6.9,20.2,19.2,6,16.29,17.89,6,2,25,1.588207,25.45334,1.303589,8.151863,1.437303,1.107947,5.600514,0.8367896
"1954",0,764.65,43.46667,43.56,44.66333,47.29,52.68833,99.9,43.29,49.60833,50.73,95,6.8,20.2,19.2,5.9,16.29,17.86778,6,2,25,1.616298,25.50254,1.303589,8.103251,1.437303,1.107947,5.600514,0.8368613
"1955",0,764.6,43.53,43.7,44.59,47.29,52.23111,99.9,43.285,49.57,50.59,95,6.7,20.2,19.2,5.933333,16.29,17.86778,6,2,25,1.636843,25.5517,1.303589,8.054572,1.437303,1.107947,5.594117,0.8368613
"1956",0,764.55,43.59,43.76,44.59,47.29,51.85333,99.9,43.21,49.59,50.53,95,6.6,20.13333,19.2,6.06,16.29,17.89,6,2,25,1.54656,25.60082,1.303589,8.005824,1.437303,1.107947,5.581301,0.8368613
"1957",0,764.5,43.62667,43.79,44.53,47.2,51.58611,99.9,43.2,49.555,50.46667,95,6.5,20.1,19.16667,6.3,16.29,17.85111,7,2,25,1.475576,25.64991,1.303589,7.957007,1.437303,1.107947,5.581301,0.8369744
"1958",0,764.4333,43.7,43.86333,44.5,47.12667,51.33778,99.9,43.2,49.53278,50.32667,95,6.55,20.1,19.1,6.3,16.29,17.85111,7,2,25,1.54656,23.45341,1.303589,7.986305,1.437303,1.107813,5.581301,0.8369857
"1959",0,764.3667,43.7,44,44.5,47.09,51.21667,99.9,43.19389,49.515,50.26,95,6.6,20.06667,19.1,6.263333,16.29,17.80667,7,2,25,1.616298,21.17328,1.303589,8.015579,1.436433,1.107542,5.581301,0.8370643
"1960",0,764.3,43.7,44,44.4,47.09,51.02833,99.9,43.12667,49.42222,50.2,95,6.65,20,19.1,6.19,16.29,17.79,7,2,25,1.616298,18.79332,1.303589,8.044828,1.436433,1.107174,5.581301,0.8370643
"1961",0,764.2333,43.7,43.96333,44.4,47,50.83889,99.9,43.13889,49.45,50.16333,95,6.7,20,19.03333,6.19,16.29,17.79,7,2,25,1.588207,16.29074,1.303589,8.074052,1.435996,1.107174,5.581301,0.8370643
"1962",0,764.1667,43.7,44.03,44.4,47,50.73,99.9,43.11444,49.43889,50.09,95,6.75,20,19.03333,6.19,16.29,17.79,7,2,25,1.636843,13.63148,1.303589,8.103251,1.435996,1.107174,5.581301,0.8370643
"1963",0,764.1,43.7,44.03,44.4,46.9,50.59333,99.9,43.13889,49.45556,50,95,6.8,20,19,6.333333,16.29,17.79,8,2,25,1.616298,10.75989,1.303589,8.132426,1.435996,1.107174,5.560093,0.8370643
"1964",0,764.0833,43.76,44.09,44.4,46.845,50.46111,99.9,43.09,49.47778,49.925,94.66667,6.883333,20,19,6.466667,16.29,17.79,8,2,25,1.616298,11.167,1.303589,8.151863,1.435996,1.107174,5.560093,0.8370643
"1965",0,764.0667,43.79,44.09,44.4,46.9,50.405,99.9,43.09,49.48889,49.9,94.33333,6.966667,19.96333,19,6.5,16.29,17.79,8,2,25,1.616298,11.56871,1.303589,8.171288,1.435996,1.107174,5.560093,0.8370643
"1966",0,764.05,43.79,44.09,44.29,46.79,50.27722,99.9,43.09,49.5,49.79,94,7.05,19.89,19,6.5,16.29,17.79,8,2,25,1.616298,11.96534,1.303589,8.190703,1.435996,1.107174,5.560093,0.8370643
"1967",0,764.0333,43.9,44.2,44.29,46.79,50.13278,99.9,43.10222,49.5,49.79,93.66667,7.133333,19.89,18.96333,6.5,16.29,17.77,8,2,25,1.588207,12.35716,1.303589,8.210107,1.435996,1.107174,5.560093,0.8370643
"1968",0,764.0167,43.9,44.2,44.29,46.79,50.045,99.9,43.12056,49.5,49.7,93.33333,7.216667,19.89,18.89,6.5,16.29,17.79,8,2,25,1.616298,12.74441,1.303589,8.229501,1.435996,1.107174,5.560093,0.8370643
"1969",0,764,43.9,44.2,44.29,46.79,49.955,99.9,43.09611,49.47778,49.62667,93,7.3,19.85667,18.89,6.53,16.29,17.745,9,2,25,1.616298,13.12733,1.303589,8.248884,1.435996,1.107174,5.560093,0.8370643
"1970",0,763.9333,43.9,44.2,44.23,46.76,49.82667,99.9,43.09,49.5,49.5,91.66667,7.566667,19.85667,18.89,6.59,16.29,17.7,9,2,25,1.475576,13.94304,1.303589,8.258571,1.43503,1.107174,5.560093,0.8370643
"1971",0,763.8667,43.9,44.29,44.2,46.7,49.79,99.9,43.09,49.47778,49.5,90.33333,7.833333,19.79,18.89,6.695,16.29,17.7,9,2,25,1.588207,14.74118,1.303589,8.268256,1.435996,1.107174,5.560093,0.8370643
"1972",0,763.8,43.9,44.29,44.12667,46.7,49.765,99.9,43.09,49.5,49.4,89,8.1,19.79,18.89,6.933333,16.29,17.71,9,2,25,1.54656,15.52331,1.303589,8.277938,1.43503,1.107174,5.560093,0.8370643
"1973",0,763.7333,43.96667,44.29,44.09,46.7,49.69389,99.9,43.09,49.5,49.26667,87.66667,8.366667,19.79,18.89,7.06,16.29,17.71,9,2,25,1.616298,16.29074,1.303589,8.287618,1.43503,1.107037,5.560093,0.8370643
"1974",0,763.6667,44,44.29,44.09,46.7,49.62667,99.9,43.09,49.43889,49.36333,86.33333,8.633333,19.79,18.89,7.123333,16.29,17.705,9,2,25,1.588207,17.04462,1.303589,8.297295,1.435996,1.106761,5.560093,0.8370643
"1975",0,763.6,44,44.29,44.09,46.62667,49.515,99.9,43.055,49.4,49.29,85,8.9,19.79,18.89,7.263333,16.31778,17.75,10,3,25,1.616298,17.78596,1.303589,8.306969,1.435996,1.106761,5.560093,0.8370643
"1976",0,763.55,44,44.26,44.09,46.63333,49.47222,99.9,42.97222,49.35722,49.2,82.16667,9.183333,19.73,18.92667,7.4,16.35667,17.78,10,3,25,1.616298,17.78596,1.379636,8.151863,1.435996,1.106761,5.587712,0.8370194
"1977",0,763.5,44.06,44.2,44.2,46.43333,49.38167,99.9,42.92222,49.29,49.2,79.33333,9.466667,19.79,19.06667,7.466667,16.39,17.79,10,3,25,1.588207,17.78596,1.452941,7.996066,1.435996,1.106761,5.600514,0.8370643
"1978",0,763.45,44.09,44.06,44.2,46.33333,49.29,99.9,42.86944,49.215,49.06,76.5,9.75,19.79,19.1,7.726667,16.39,17.79,10,3,25,1.616298,17.78596,1.523735,7.83956,1.435996,1.106761,5.619665,0.8370643
"1979",0,763.4,44.16333,43.93333,44.2,46.2,49.20889,99.9,42.79,49.12056,49,73.66667,10.03333,19.79,19.16667,7.866667,16.43278,17.79,10,3,25,1.616298,17.78596,1.592216,7.682327,1.436869,1.106761,5.631125,0.8371259
"1980",0,763.35,44.2,43.9,44.2,46.16333,49.08722,99.9,42.765,48.97611,48.9,70.83333,10.31667,19.79,19.23,8.063333,16.5,17.79,10,3,25,1.636843,17.78596,1.658561,7.524347,1.437303,1.106761,5.655879,0.8371627
"1981",0,763.3,44.33333,43.9,44.2,46.03,49.00444,99.9,42.65722,48.9,48.82667,68,10.6,19.85667,19.29,8.19,16.5,17.84,11,3,25,1.616298,17.78596,1.722925,7.365599,1.437303,1.106899,5.669798,0.8372849
"1982",0,763.3,44.26,43.66333,44.26,45.895,48.93333,99.9,42.545,48.76722,48.76,66,10.85,19.89,19.32333,8.46,16.55,17.89,11,3,25,1.616298,17.78596,1.722925,7.236036,1.437303,1.107174,5.70508,0.8372849
"1983",0,763.3,44.2,43.53,44.26,45.76,48.80833,99.9,42.36167,48.57722,48.7,64,11.1,19.96333,19.39,8.733333,16.61667,17.92056,11,3,25,1.588207,17.78596,1.722925,7.10594,1.437303,1.107174,5.714495,0.837296
"1984",0,763.3,44.16333,43.4,44.2,45.62667,48.81444,98.3,42.27722,48.40444,48.62667,62,11.35,20,19.39,9.063333,16.7,18.00556,11,3,25,1.588207,17.78596,1.722925,6.975297,1.437303,1.107174,5.714495,0.837461
"1985",0,763.3,44.09,43.32667,44.29,45.56,48.70889,96.69333,42.15222,48.32278,48.59,60,11.6,20.06667,19.39,9.263333,16.705,18.08889,11,3,25,1.54656,17.78596,1.722925,6.844094,1.437737,1.107174,5.714495,0.8374829
"1986",0,763.3,44,43.29,44.2225,45.43333,48.58722,90.52667,41.98222,48.13278,48.59,58,11.85,20.1,19.39,9.533333,16.735,18.1,11,3,25,1.475576,17.78596,1.722925,6.712317,1.438599,1.107174,5.714495,0.8374829
"1987",0,763.3,44,43.29,44.2,45.36333,48.50444,89.46667,41.80833,47.98222,48.5,56,12.1,20.1,19.46333,9.733333,16.775,18.11667,12,4,25,1.588207,17.78596,1.722925,6.579952,1.438599,1.107174,5.714495,0.8374829
"1988",0,763.2333,43.9,43.26,44.23,45.29,48.41111,87.995,41.745,47.83278,48.43333,56.66667,12.08333,20.1,19.5,9.945,16.79,18.10556,12,4,25,1.616298,17.78596,1.846247,6.661478,1.438599,1.106761,5.725773,0.8374829
"1989",0,763.1667,43.9,43.2,44.29,45.16333,48.33278,88.46667,41.775,47.745,48.36333,57.33333,12.06667,20.1,19.5,10.16667,16.94611,18.11667,12,4,25,1.636843,17.78596,1.963123,6.742779,1.438599,1.106761,5.714495,0.8374829
"1990",0,763.1,43.79,43.2,44.29,45.09,48.245,85.53333,41.76,47.77444,48.29,58,12.05,20.15,19.5,10.36,17.17611,18.24944,12,4,25,1.588207,17.78596,2.074317,6.823858,1.438599,1.106899,5.714495,0.8375593
"1991",0,763.0333,43.76,43.145,44.29,45.09,48.19389,84.26,41.68667,47.67944,48.26,58.66667,12.03333,20.2,19.5,10.53333,17.365,18.45056,12,4,25,1.616298,17.78596,2.180458,6.904719,1.438599,1.107174,5.714495,0.8376569
"1992",0,762.9667,43.7,43.12667,44.29,45.09,48.12667,85.66667,41.51722,47.54944,48.26,59.33333,12.01667,20.2,19.5,10.66,17.59444,18.63278,12,4,25,1.616298,17.78596,2.28207,6.985366,1.438599,1.107174,5.714495,0.8376786
"1993",0,762.9,43.66333,43.09,44.29,45.09,48.015,83.66,41.26722,47.35611,48.62667,60,12,20.29,19.5,10.86667,17.755,18.80778,13,4,25,1.588207,17.78596,2.379598,7.065801,1.439754,1.107174,5.714495,0.8376786
"1994",0,762.8,43.59,43.09,44.4,45.03,48,82.2,41.09222,47.11722,48.76,59.33333,12.11667,20.29,19.5,11.06667,17.84,19.00389,13,4,25,1.616298,17.78596,2.331319,7.045712,1.439754,1.107174,5.714495,0.8376786
"1995",0,762.7,43.59,43.09,44.4,45,47.93889,79.89333,40.92556,46.86556,48.93333,58.66667,12.23333,20.29,19.5,11.22667,17.89,19.20889,13,4,25,1.636843,17.78596,2.28207,7.025609,1.44018,1.107174,5.714495,0.8377174
"1996",0,762.6,43.59,43.09,44.29,45,47.9,81.36667,40.745,46.64778,49,58,12.35,20.29,19.5,11.36,17.90833,19.33611,13,4,25,1.616298,17.78596,2.231801,7.005494,1.441027,1.107174,5.714495,0.8376786
"1997",0,762.5,43.59,43.09,44.36333,44.9,47.845,76.89333,40.59333,46.42944,48.96667,57.33333,12.46667,20.29,19.5,11.6,17.98778,19.39,13,4,25,1.636843,17.78596,2.180458,6.985366,1.441027,1.10742,5.69565,0.8377368
"1998",0,762.4,43.53,43.09,44.4,44.9,47.82667,76.56,40.45,46.28944,48.9,56.66667,12.58333,20.35667,19.5,11.6,18.02778,19.45722,13,4,25,1.588207,17.78596,2.127984,6.965224,1.441953,1.107542,5.69565,0.8378238
"1999",0,762.3,43.5,43.09,44.4,44.9,47.775,76.33333,40.32778,46.145,48.9,56,12.7,20.39,19.5,11.69,18.11667,19.46333,14,5,25,1.616298,17.78596,2.074317,6.945069,1.442414,1.107542,5.714495,0.8377949
"2000",0,762.2667,43.43333,43.09,44.4,44.9,47.7,75.33333,40.19778,46.065,48.9,55.83333,12.76667,20.39,19.5,11.76333,18.245,19.48778,14,5,25,1.54656,17.78596,2.074317,6.965224,1.442414,1.107542,5.714495,0.8377949
"2001",0,762.2333,43.4,43.09,44.4,45,47.7,76.59,40.05556,46,48.9,55.66667,12.83333,20.42667,19.5,11.8,18.42167,19.5,14,5,25,1.54656,17.78596,2.074317,6.985366,1.442414,1.107542,5.714495,0.8378527
"2002",0,762.2,43.32667,43.09,44.36333,45.03,47.7,77.92333,39.93333,45.89833,48.9,55.5,12.9,20.5,19.5,11.8,18.63889,19.51667,14,5,25,1.475576,17.78596,2.074317,7.005494,1.442414,1.107542,5.720136,0.8378527
"2003",0,762.1667,43.2,43.09,44.29,45.09,47.7,76.76667,39.76333,45.745,48.9,55.33333,12.96667,20.6,19.53333,11.89,18.79167,19.65,14,5,25,1.588207,17.78596,2.074317,7.025609,1.442414,1.107542,5.731404,0.8378741
"2004",0,762.1333,43.2,43.09,44.29,45.09,47.7,77.49333,39.67333,45.59833,48.9,55.16667,13.03333,20.66667,19.6,11.96333,18.97278,19.78056,14,5,25,1.636843,17.78596,2.074317,7.045712,1.442414,1.107542,5.731404,0.8379699
"2005",0,762.1,43.2,43.12667,44.3175,45.03,47.755,76.42667,39.53556,45.535,48.9,55,13.1,20.7,19.7,12,19.16111,19.89722,15,5,25,1.616298,17.78596,2.074317,7.065801,1.442414,1.107542,5.731404,0.838044
"2006",0,762.0667,43.2,43.12667,44.4,44.96667,47.80833,75.76,39.41111,45.42778,48.93333,56,13,20.76,19.7,12,19.245,20.00444,15,5,25,1.616298,17.78596,2.074317,7.146027,1.442831,1.107542,5.750136,0.8380789
"2007",0,762.0333,43.23,43.2,44.29,44.9,47.88778,76.95,39.30833,45.39889,48.93333,57,12.9,20.82333,19.73,11.945,19.39167,20.15,15,5,25,1.616298,17.78596,2.074317,7.226048,1.442831,1.107542,5.750136,0.8382289
"2008",0,762,43.29,43.2,44.29,44.82667,47.93333,80.13,39.245,45.32056,49,58,12.8,20.89,19.79,11.89,19.51111,20.235,15,5,25,1.588207,17.78596,2.074317,7.305867,1.443662,1.107542,5.75699,0.8382832
"2009",0,761.9667,43.2,43.29,44.29,44.9,47.91111,79.59,39.13278,45.245,49,59,12.7,20.92667,19.89,11.83,19.6,20.31778,15,5,25,1.616298,17.78596,2.074317,7.385486,1.443662,1.107947,5.770674,0.838418
"2010",0,761.9333,43.2,43.29,44.36333,44.9,47.91111,77.66667,39.045,45.16944,49,60,12.6,21,19.89,11.8,19.66667,20.43278,15,5,25,1.616298,17.78596,2.074317,7.464908,1.443662,1.108243,5.770674,0.8384592
"2011",0,761.9,43.12667,43.2,44.32667,44.82667,47.95556,77.53333,38.98333,45.10222,49,61,12.5,21,20,11.72667,19.71,20.47556,16,5,25,1.588207,17.78596,2.074317,7.544136,1.443662,1.108095,5.770674,0.838613
"2012",0,761.9667,43.09,43.26,44.4,44.79,47.88167,78.63333,38.88167,45.07,48.9,62.33333,12.18333,21,20.1,11.56667,19.775,20.5,16,5,25,1.636843,17.78596,2.127984,7.534243,1.443662,1.108389,5.770674,0.8386873
"2013",0,762.0333,43.09,43.2,44.4,44.73,47.78722,78.82667,38.845,45.07,48.9,63.66667,11.86667,21,20.1,11.29333,19.715,20.47556,16,5,25,1.616298,17.78596,2.180458,7.524347,1.443662,1.108389,5.770674,0.8386781
"2014",0,762.1,43.09,43.12667,44.4,44.7,47.7,80.56,38.86944,45.09611,48.9,65,11.55,21,20,11.03,19.67222,20.40833,16,5,25,1.616298,17.78596,2.231801,7.514448,1.443662,1.108389,5.770674,0.8387146
"2015",0,762.1667,43.09,43.2,44.4,44.7,47.63278,81.7,38.85111,45.18778,48.9,66.33333,11.23333,21,20,10.83,19.6,20.34,16,5,25,1.616298,17.78596,2.28207,7.504546,1.443662,1.108389,5.770674,0.8387329
"2016",0,762.2333,43.09,43.2,44.4,44.7,47.59,83.16667,38.85722,45.255,48.9,67.66667,10.91667,21,20,10.62667,19.52778,20.285,16,5,25,1.616298,17.78596,2.331319,7.494641,1.443662,1.108389,5.750136,0.8387055
"2017",0,762.3,43.16333,43.2,44.43333,44.7,47.515,82.43333,38.9,45.31444,48.9,69,10.6,21,19.92667,10.42667,19.48167,20.25,17,5,25,1.54656,17.78596,2.379598,7.484733,1.443662,1.108389,5.750136,0.8386232
"2018",0,762.3,43.16333,43.2,44.43333,44.73,47.5,82.39667,38.9,45.36278,48.9,69.66667,10.51667,20.89,19.89,10.16,19.39,20.16111,17,5,25,1.54656,17.78596,2.331319,7.524347,1.443662,1.108389,5.750136,0.8386232
"2019",0,762.3,43.09,43.12667,44.4,44.79,47.48889,83.39667,38.91667,45.48889,48.96667,70.33333,10.43333,20.89,19.82333,9.96,19.32889,20.1,17,5,25,1.54656,17.78596,2.28207,7.563914,1.443662,1.108389,5.737655,0.8386232
"2020",0,762.3,43.09,43.12667,44.46667,44.79,47.43889,84.96333,38.97778,45.525,48.93333,71,10.35,20.89,19.79,9.66,19.225,20.03889,17,5,25,1.588207,17.78596,2.231801,7.603432,1.443662,1.108389,5.731404,0.8386232
"2021",0,762.3,43.09,43.2,44.4,44.9,47.35722,85.69667,39,45.58,49,71.66667,10.26667,20.82333,19.79,9.533333,19.19444,19.98167,17,5,25,1.636843,17.78596,2.180458,7.642903,1.443662,1.107947,5.731404,0.8385516
"2022",0,762.3,43.09,43.23,44.4,44.9,47.29,86.89333,39.036,45.69667,49,72.33333,10.18333,20.79,19.7,9.39,19.11333,19.90222,17,5,25,1.616298,17.78596,2.127984,7.682327,1.443662,1.107947,5.731404,0.8384386
"2023",0,762.3,43.09,43.29,44.4,44.9,47.29,87.49333,39.10222,45.79833,49,73,10.1,20.79,19.7,9.39,19.07222,19.87889,18,0,25,1.616298,17.78596,2.074317,7.721705,1.444076,1.107947,5.714495,0.8384386
"2024",0,762.35,43.09,43.29,44.475,44.96667,47.29,88.545,39.10222,45.82889,49,73.33333,10.05,20.7,19.7,9.5,19.01111,19.81778,18,0,25,1.588207,17.78596,2.019389,7.741376,1.444076,1.108279,5.714495,0.8384386
"2025",0,762.4,43.16333,43.23,44.5,45.03,47.285,89.09333,39.09611,45.95,49,73.66667,10,20.7,19.63333,9.39,18.93278,19.79,18,0,25,1.616298,17.78596,1.963123,7.761036,1.443662,1.108389,5.714495,0.8384386
"2026",0,762.45,43.2,43.2,44.43333,45.09,47.275,89.09333,39.18778,46.015,48.93333,74,9.95,20.7,19.6,9.39,18.86222,19.715,18,0,25,1.588207,17.78596,1.90544,7.780684,1.443662,1.108095,5.714495,0.8384386
"2027",0,762.5,43.12667,43.26,44.5,45.09,47.255,89.99667,39.215,46.145,48.86333,74.33333,9.9,20.63333,19.6,9.16,18.79,19.7,18,0,25,1.616298,17.78596,1.846247,7.800321,1.443662,1.108389,5.70822,0.8384283
"2028",0,762.55,43.09,43.29,44.4,45.09,47.23,90.39667,39.29,46.16333,48.79,74.66667,9.85,20.6,19.5,9.1,18.765,19.66111,18,0,25,1.616298,17.78596,1.785446,7.819946,1.443662,1.108389,5.69565,0.8383455
"2029",0,762.6,43.1175,43.29,44.46667,45.12667,47.23,90.62333,39.29,46.16333,48.66333,75,9.8,20.6,19.5,8.963333,18.7,19.6,19,0,25,1.616298,17.78596,1.722925,7.83956,1.443662,1.108389,5.69565,0.8382623
"2030",0,762.6333,43.2,43.4,44.4,45.2,47.2,90.83,39.31444,46.215,48.53,75.5,9.75,20.53333,19.5,8.89,18.67222,19.56111,19,0,25,1.636843,17.78596,1.722925,7.859163,1.443662,1.108389,5.69565,0.8382519
"2031",0,762.6667,43.2,43.32667,44.4,45.2,47.2,91.26,39.35722,46.27,48.33333,76,9.7,20.5,19.42667,8.89,18.6,19.5,19,0,25,1.616298,17.78596,1.722925,7.878754,1.443662,1.108389,5.689355,0.8382519
"2032",0,762.7,43.2,43.4,44.4,45.2,47.21,91.26,39.42778,46.285,48.2,76.5,9.65,20.5,19.42667,8.89,18.55,19.49389,19,0,25,1.588207,17.78596,1.722925,7.898334,1.443662,1.108389,5.676745,0.8382519
"2033",20,762.7333,43.26,43.46667,44.4,45.2,47.20389,91.46333,39.5,46.21,48.06,77,9.6,20.46333,19.46333,8.89,18.5,19.40222,19,0,25,1.759391,17.78596,1.722925,7.917903,1.443662,1.108389,5.676745,0.8382404
"2034",10,762.7667,43.12667,43.4,44.23,45.4,47.11167,91.86333,39.5,46.2,48,77.5,9.55,20.39,19.39,8.89,18.445,19.39,19,0,25,1.76154,17.78596,1.722925,7.93746,1.443662,1.108095,5.689355,0.8381367
"2035",20,762.8,43.26667,43.36333,44.23,45.66333,47.05,92.39667,39.515,46.2,47.86333,78,9.5,20.39,19.39,8.83,18.38444,19.31778,20,0,25,1.76255,17.78596,1.722925,7.957007,1.443662,1.108095,5.807219,0.8381944
"2036",10,762.9333,43.4,43.23,44.09,45.39,46.95,92.99,39.59,46.19389,47.73,78.16667,9.55,20.39,19.39,8.89,18.30111,19.285,20,0,25,1.76255,17.78596,1.785446,7.996066,1.443662,1.107813,5.904007,0.8382519
"2037",0,763.0667,43.36333,43.23,44.09,44.83333,46.79333,93.66667,39.65722,46.145,47.66333,78.33333,9.6,20.42667,19.42667,8.8,18.255,19.245,20,0,25,1.754484,17.78596,1.846247,8.035081,1.443662,1.107542,6.04815,0.8383663
"2038",10,763.2,43.29,43.23,44.09,44.1725,46.73,94.2,39.715,46.11444,47.53,78.5,9.65,20.5,19.56667,8.726667,18.2,19.205,20,0,25,1.665379,17.78596,1.90544,8.074052,1.443662,1.107542,6.157887,0.8385004
"2039",10,763.3333,43.39,43.23,44.09,43.59667,46.95778,94.69,39.79833,46.2,47.5,78.66667,9.7,20.5,19.63333,8.8,18.2,19.2,20,0,25,1.652689,17.78596,1.963123,8.112979,1.443662,1.107542,6.189014,0.8384283
"2040",20,763.4667,43.72333,43.23,44.09,43.53,47.48333,94.83,39.91667,46.2,47.4,78.83333,9.75,20.5,19.7,8.86,18.18333,19.15,20,0,25,1.665379,17.78596,2.019389,8.151863,1.443662,1.107947,6.155845,0.8381483
"2041",10,763.6,43.46667,43.06,44.09,43.59,47.96611,95.06333,40.00389,46.245,47.32667,79,9.8,20.6,19.79,8.89,18.11111,19.11111,21,0,25,1.665379,17.78596,2.074317,8.190703,1.443662,1.107947,6.107818,0.8380335
"2042",10,763.6167,43.32667,43,44.09,43.53,48.38778,95.115,40.09,46.29,47.23,79.5,9.8,20.6,19.85667,8.795,18.1,19.09444,21,0,25,1.652689,17.15947,2.019389,8.248884,1.442831,1.108095,6.073623,0.8378741
"2043",30,763.6333,43.43333,42.86333,44.1725,43.59,48.69222,95.29667,40.10833,46.33889,47.23,80,9.8,20.7,19.92667,8.69,18.01667,19.05556,21,0,25,1.665379,16.5241,1.963123,8.306969,1.442831,1.108389,6.049931,0.8378431
"2044",20,763.65,43.63333,42.79,44.2,43.8,48.87278,95.59,40.225,46.33278,47.09,80.5,9.8,20.7,20.06667,8.66,18,19,21,0,25,1.665379,15.87926,1.90544,8.364959,1.442414,1.108389,6.02436,0.837698
"2045",10,763.6667,43.63333,42.66333,44.3,44.19333,49.14722,96.25667,40.35722,46.41667,47.09,81,9.8,20.82333,20.13333,8.66,18,19,21,0,25,1.665379,15.2243,1.846247,8.422856,1.442414,1.108522,6.02436,0.8376786
"2046",10,763.6833,43.43333,42.59,44.69333,44.32667,49.34611,97.32333,40.48222,46.52389,47.09,81.5,9.8,20.89,20.2,8.99,17.98167,18.97556,21,0,25,1.665379,14.55847,1.785446,8.480659,1.442414,1.108787,6.006456,0.8376353
